artist_name	gender	event_id	date	venue_namevenue_id	city	country
kane michael	Male	736922	2015-08-15T00:00			
kane michael	Male	761162	2015-11-14T00:00			
kane michael	Male	665115	2014-12-12T00:00			
ipcress	Male	967862	2017-06-22T00:00			
ipcress	Male	981793	2017-08-03T00:00			
ipcress	Male	1012609	2017-09-30T00:00			
ipcress	Male	832037	2016-05-21T00:00			
ipcress	Male	891900	2016-10-28T00:00			
ipcress	Male	658758	2015-04-08T00:00			
ipcress	Male	745889	2015-09-26T00:00			
ipcress	Male	556126	2014-01-31T00:00			
ipcress	Male	550857	2014-02-07T00:00			
ipcress	Male	605331	2014-06-27T00:00			
ipcress	Male	654821	2014-11-29T00:00			
ipcress	Male	436124	2013-02-20T00:00			
ipcress	Male	459932	2013-04-03T00:00			
